name,category,latitude,longitude,city,borough,street,postal_code,state,region,review_rating,review_count,open_hours,open_hours_monday,open_hours_tuesday,open_hours_wednesday,open_hours_thursday,open_hours_friday,open_hours_saturday,open_hours_sunday,price_range,has_toilet,has_restaurant,wheelchair_accessible,good_for_kids,good_for_kids_birthday,has_parking,has_free_parking,requires_appointment,tickets_in_advance,outdoor_seating,delivery_available,dine_in,great_coffee,great_food,cash_only,google_maps_url,source,popularity_score,restaurant_id
Kepiting Bang Ja'i Jl. Bantul,Seafood restaurant,-7.839145,110.349727,Bantul Regency,"Glondong, Tirtonirmolo, Kasihan",Jl. Bantul No.5,55184,Special Region of Yogyakarta,Yogyakarta,4.8,1274,Sen: 12.00–10.00 pm | Sel: 12.00–10.00 pm | Rab: 12.00–10.00 pm | Kam: 12.00–10.00 pm | Jum: 1.00–10.00 pm | Sab: 12.00–10.00 pm | Min: 12.00–10.00 pm,12.00–10.00 pm,12.00–10.00 pm,12.00–10.00 pm,12.00–10.00 pm,1.00–10.00 pm,12.00–10.00 pm,12.00–10.00 pm,Rp 25–125K,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,https://www.google.com/maps/place/Kepiting+Bang+Ja%27i+Jl.+Bantul/data=!4m7!3m6!1s0x2e7a57d930ba0db9:0x70e32295601ea582!8m2!3d-7.8391454!4d110.3497269!16s%2Fg%2F11vhqksp9c!19sChIJuQ26MNlXei4RgqUeYJUi43A?authuser=0&hl=en&rclk=1,google_maps,0.8244,0x2e7a57d930ba0db9_0x70e32295601ea582
SUMATERA NUSANTARA RESTO,Restaurant,-7.871346,110.336557,Bantul Regency,"Area Sawah, Pendowoharjo, Sewon",Bakalan Jl. Bantul No.KM. 9 3,55185,Special Region of Yogyakarta,Yogyakarta,4.8,167,Setiap hari: 9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,https://www.google.com/maps/place/SUMATERA+NUSANTARA+RESTO/data=!4m7!3m6!1s0x2e7a57004a390a39:0xb282176ad9efcbf9!8m2!3d-7.8713457!4d110.336557!16s%2Fg%2F11x968m5l2!19sChIJOQo5SgBXei4R-cvv2WoXgrI?authuser=0&hl=en&rclk=1,google_maps,0.7538,0x2e7a57004a390a39_0xb282176ad9efcbf9
d'Galengan Warung Makan Keluarga,Diner,-7.874629,110.344967,Bantul Regency,"Area Sawah, Pendowoharjo, Sewon",Miri No.RT23,55185,Special Region of Yogyakarta,Yogyakarta,4.7,435,Setiap hari: 10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,Rp 1–25.000,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/d%27Galengan+Warung+Makan+Keluarga/data=!4m7!3m6!1s0x2e7a573fdbb31def:0xab33c344c299e3c2!8m2!3d-7.8746293!4d110.3449668!16s%2Fg%2F11q265cnc1!19sChIJ7x2z2z9Xei4RwuOZwkTDM6s?authuser=0&hl=en&rclk=1,google_maps,0.7751,0x2e7a573fdbb31def_0xab33c344c299e3c2
Lotus Mio Bangunjiwo Restaurant,Fusion restaurant,-7.843201,110.3051,Bantul Regency,"Kalirandu, Bangunjiwo, Kasihan",Mejing,55184,Special Region of Yogyakarta,Yogyakarta,4.6,1053,Sen: 10.00 am–10.00 pm | Sel: 10.00 am–10.00 pm | Rab: 10.00 am–10.00 pm | Kam: 11.00 am–10.00 pm | Jum: 10.00 am–10.00 pm | Sab: 7.30 am–11.00 pm | Min: 7.30 am–11.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,11.00 am–10.00 pm,10.00 am–10.00 pm,7.30 am–11.00 pm,7.30 am–11.00 pm,Rp 50–75K,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Lotus+Mio+Bangunjiwo+Restaurant/data=!4m7!3m6!1s0x2e7af978836572bd:0xa2f90381ab0304d2!8m2!3d-7.8432007!4d110.3051!16s%2Fg%2F11t05zh0mp!19sChIJvXJlg3j5ei4R0gQDq4ED-aI?authuser=0&hl=en&rclk=1,google_maps,0.7938,0x2e7af978836572bd_0xa2f90381ab0304d2
Jiwajawi Jogja,Restaurant,-7.839815,110.293137,Bantul Regency,"Salakan, Bangunjiwo, Kasihan",Jl. Tugu Gentong Jl. Fasco Village,55184,Special Region of Yogyakarta,Yogyakarta,4.5,2048,Setiap hari: 11.00 am–6.00 pm,11.00 am–6.00 pm,11.00 am–6.00 pm,11.00 am–6.00 pm,11.00 am–6.00 pm,11.00 am–6.00 pm,11.00 am–6.00 pm,11.00 am–6.00 pm,Rp 50–75K,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Jiwajawi+Jogja/data=!4m7!3m6!1s0x2e7af9fde306899d:0x72785f00c1171824!8m2!3d-7.839815!4d110.2931374!16s%2Fg%2F11h3c2qcg2!19sChIJnYkG4_35ei4RJBgXwQBfeHI?authuser=0&hl=en&rclk=1,google_maps,0.8049,0x2e7af9fde306899d_0x72785f00c1171824
Enthok Rempah Imogiri(ꦄꦼꦤ꧀ꦛꦺꦴꦏ꧀ꦉꦩ꧀ꦥꦃꦆꦩꦒꦶꦫꦶ),Restaurant,-7.852472,110.390201,Bantul Regency,"Botokenceng, Wirokerten, Banguntapan",Jl. Imogiri Tim. No.km.8,55194,Special Region of Yogyakarta,Yogyakarta,4.4,1290,Sen: 10.00 am–10.00 pm | Sel: 10.00 am–10.00 pm | Rab: 10.00 am–10.00 pm | Kam: 10.00 am–10.00 pm | Jum: 1.00–10.00 pm | Sab: 10.00 am–10.00 pm | Min: 10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,1.00–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,Rp 25–50K,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Enthok+Rempah+Imogiri%28%EA%A6%84%EA%A6%BC%EA%A6%A4%EA%A7%80%EA%A6%9B%EA%A6%BA%EA%A6%B4%EA%A6%8F%EA%A7%80%EA%A6%89%EA%A6%A9%EA%A7%80%EA%A6%A5%EA%A6%83%EA%A6%86%EA%A6%A9%EA%A6%92%EA%A6%B6%EA%A6%AB%EA%A6%B6%29/data=!4m7!3m6!1s0x2e7a56f20ed03ca3:0x7773f7352ebca1bc!8m2!3d-7.8524718!4d110.3902013!16s%2Fg%2F11c3pmypr1!19sChIJozzQDvJWei4RvKG8LjX3c3c?authuser=0&hl=en&rclk=1,google_maps,0.7768,0x2e7a56f20ed03ca3_0x7773f7352ebca1bc
Kuliner Selera Nusantara Bantul,Diner,-7.873116,110.342523,Bantul Regency,"Ngimbang, Pendowoharjo, Sewon",Macanan,55186,Special Region of Yogyakarta,Yogyakarta,4.8,14,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Kuliner+Selera+Nusantara+Bantul/data=!4m7!3m6!1s0x2e7a5605929b6889:0x369c12e6eccf02cc!8m2!3d-7.8731163!4d110.3425227!16s%2Fg%2F11gd4gp2jb!19sChIJiWibkgVWei4RzALP7OYSnDY?authuser=0&hl=en&rclk=1,google_maps,0.6677,0x2e7a5605929b6889_0x369c12e6eccf02cc
Mides Bu Yanti,Javanese restaurant,-7.948602,110.337647,Bantul Regency,"Monggang, Srihardono, Pundong",382Q+H32,55771,Special Region of Yogyakarta,Yogyakarta,4.4,1409,Setiap hari: 5.00–11.00 pm,5.00–11.00 pm,5.00–11.00 pm,5.00–11.00 pm,5.00–11.00 pm,5.00–11.00 pm,5.00–11.00 pm,5.00–11.00 pm,Rp 1–25.000,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,https://www.google.com/maps/place/Mides+Bu+Yanti/data=!4m7!3m6!1s0x2e7a555bd00726f9:0xd44e7ed0b588fdb7!8m2!3d-7.9486016!4d110.3376467!16s%2Fg%2F11cn8z271_!19sChIJ-SYH0FtVei4Rt_2ItdB-TtQ?authuser=0&hl=en&rclk=1,google_maps,0.7799,0x2e7a555bd00726f9_0xd44e7ed0b588fdb7
Pasar Kuliner Imogiri Utara,Restaurant,-7.91047,110.383132,Bantul Regency,"Kerten, Wukirsari, Imogiri",Jl. Imogiri Tim. No.12,55782,Special Region of Yogyakarta,Yogyakarta,4.3,343,Setiap hari: 9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,Rp 1–25.000,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,https://www.google.com/maps/place/Pasar+Kuliner+Imogiri+Utara/data=!4m7!3m6!1s0x2e7a5452484835e3:0xac1ec6e100318844!8m2!3d-7.9104696!4d110.3831322!16s%2Fg%2F11cn7wt9wg!19sChIJ4zVISFJUei4RRIgxAOHGHqw?authuser=0&hl=en&rclk=1,google_maps,0.7188,0x2e7a5452484835e3_0xac1ec6e100318844
Soto Bumbong Manding,Soto restaurant,-7.901686,110.34553,Bantul Regency,"Manding, Sabdodadi, Bantul","38XW+86C, manding tengah di dekat",55714,Special Region of Yogyakarta,Yogyakarta,4.4,543,Sen: 7.00 am–3.00 pm | Sel: 7.00 am–3.00 pm | Rab: 7.00 am–3.00 pm | Kam: Closed | Jum: 7.00 am–3.00 pm | Sab: 7.00 am–3.00 pm | Min: 7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,Closed,7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,Rp 1–25.000,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/Soto+Bumbong+Manding/data=!4m7!3m6!1s0x2e7a55a42d6e110f:0xb14b89626160e3d1!8m2!3d-7.9016861!4d110.3455296!16s%2Fg%2F11fn4d1sl5!19sChIJDxFuLaRVei4R0eNgYWKJS7E?authuser=0&hl=en&rclk=1,google_maps,0.7468,0x2e7a55a42d6e110f_0xb14b89626160e3d1
LANGGENG JIWO,Javanese restaurant,-7.829119,110.320623,Bantul Regency,"Jetis, Tamantirto, Kasihan",Jl. Bibis Raya,55184,Special Region of Yogyakarta,Yogyakarta,4.1,404,Setiap hari: 7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,7.00 am–11.00 pm,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/LANGGENG+JIWO/data=!4m7!3m6!1s0x2e7af9fa9ca11a19:0x95ea9893e8b4a94!8m2!3d-7.8291189!4d110.3206233!16s%2Fg%2F11sx0fmjnc!19sChIJGRqhnPr5ei4RlEqLPompXgk?authuser=0&hl=en&rclk=1,google_maps,0.7005,0x2e7af9fa9ca11a19_0x95ea9893e8b4a94
"Spesial Lalap & Sambal, Jl. Bantul",Indonesian restaurant,-7.855146,110.341599,Bantul Regency,"Area Sawah, Pendowoharjo, Sewon","48VR+XJ3, Jl. Bantul",55186,Special Region of Yogyakarta,Yogyakarta,4.6,386,Setiap hari: 3.30–11.30 pm,3.30–11.30 pm,3.30–11.30 pm,3.30–11.30 pm,3.30–11.30 pm,3.30–11.30 pm,3.30–11.30 pm,3.30–11.30 pm,Rp 1–25.000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"https://www.google.com/maps/place/Spesial+Lalap+%26+Sambal,+Jl.+Bantul/data=!4m7!3m6!1s0x2e7a57005c7597b3:0x7114148357c06565!8m2!3d-7.8551459!4d110.3415991!16s%2Fg%2F11yjb7hlnh!19sChIJs5d1XABXei4RZWXAV4MUFHE?authuser=0&hl=en&rclk=1",google_maps,0.7589,0x2e7a57005c7597b3_0x7114148357c06565
Rumah Makan Manggar Manding,Javanese restaurant,-7.895982,110.352684,Bantul Regency,"Kadibeso, Sabdodadi, Bantul","Jl. Parangtritis No.11,5",55781,Special Region of Yogyakarta,Yogyakarta,4.0,775,Sen: 8.00 am–7.00 pm | Sel: 8.00 am–7.00 pm | Rab: 8.00 am–7.00 pm | Kam: 8.00 am–7.00 pm | Jum: 8.00 am–7.00 pm | Sab: 9.00 am–7.00 pm | Min: 9.00 am–7.00 pm,8.00 am–7.00 pm,8.00 am–7.00 pm,8.00 am–7.00 pm,8.00 am–7.00 pm,8.00 am–7.00 pm,9.00 am–7.00 pm,9.00 am–7.00 pm,Rp 25–50K,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,https://www.google.com/maps/place/Rumah+Makan+Manggar+Manding/data=!4m7!3m6!1s0x2e7a55ea472a9139:0x465a3abf0e50f53f!8m2!3d-7.8959819!4d110.3526844!16s%2Fg%2F11b6p1szjs!19sChIJOZEqR-pVei4RP_VQDr86WkY?authuser=0&hl=en&rclk=1,google_maps,0.7111,0x2e7a55ea472a9139_0x465a3abf0e50f53f
Kuliner Nando,Restaurant,-7.886577,110.323125,Bantul Regency,"Soropaten, Ringinharjo, Bantul","487F+976, Mandingan,, Jl. Kh. Hasyim Ashari",55712,Special Region of Yogyakarta,Yogyakarta,4.3,57,Sen: 11.00 am–10.30 pm | Sel: 11.00 am–10.00 pm | Rab: 11.00 am–10.00 pm | Kam: 11.00 am–10.00 pm | Jum: 11.00 am–10.00 pm | Sab: 11.00 am–11.00 pm | Min: 10.00 am–11.00 pm,11.00 am–10.30 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–10.00 pm,11.00 am–11.00 pm,10.00 am–11.00 pm,$,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,https://www.google.com/maps/place/Kuliner+Nando/data=!4m7!3m6!1s0x2e7aff516e902a51:0x78e00575ac781a26!8m2!3d-7.8865773!4d110.3231252!16s%2Fg%2F11c2pdtlwr!19sChIJUSqQblH_ei4RJhp4rHUF4Hg?authuser=0&hl=en&rclk=1,google_maps,0.6565,0x2e7aff516e902a51_0x78e00575ac781a26
bakso tumpeng (lesehan mbanyumili),Bakso restaurant,-7.906094,110.382217,Bantul Regency,"Singosaren, Wukirsari, Imogiri",Jl. Imogiri Tim. No.12,55782,Special Region of Yogyakarta,Yogyakarta,4.3,1326,Sen: 8.30 am–8.30 pm | Sel: 8.30 am–8.30 pm | Rab: 8.30 am–8.00 pm | Kam: 8.30 am–8.30 pm | Jum: 8.30 am–8.30 pm | Sab: 8.30 am–8.30 pm | Min: 8.30 am–8.30 pm,8.30 am–8.30 pm,8.30 am–8.30 pm,8.30 am–8.00 pm,8.30 am–8.30 pm,8.30 am–8.30 pm,8.30 am–8.30 pm,8.30 am–8.30 pm,Rp 1–25.000,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/bakso+tumpeng+%28lesehan+mbanyumili%29/data=!4m7!3m6!1s0x2e7a544db1713e9f:0x4318cb877106fdb3!8m2!3d-7.9060936!4d110.3822171!16s%2Fg%2F11g9vr_nbt!19sChIJnz5xsU1Uei4Rs_0GcYfLGEM?authuser=0&hl=en&rclk=1,google_maps,0.7658,0x2e7a544db1713e9f_0x4318cb877106fdb3
Ingkung Mbah Kentol,Restaurant,-7.868454,110.318369,Bantul Regency,"Kentolan Lor, Guwosari, Pajangan","Kentolan Lor,",55751,Special Region of Yogyakarta,Yogyakarta,4.5,668,Setiap hari: 9.00 am–8.00 pm,9.00 am–8.00 pm,9.00 am–8.00 pm,9.00 am–8.00 pm,9.00 am–8.00 pm,9.00 am–8.00 pm,9.00 am–8.00 pm,9.00 am–8.00 pm,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,https://www.google.com/maps/place/Ingkung+Mbah+Kentol/data=!4m7!3m6!1s0x2e7af8bad6e49d2b:0x16f54873c2b4745b!8m2!3d-7.8684541!4d110.3183687!16s%2Fg%2F11cjhzm_l0!19sChIJK53k1rr4ei4RW3S0wnNI9RY?authuser=0&hl=en&rclk=1,google_maps,0.766,0x2e7af8bad6e49d2b_0x16f54873c2b4745b
Warung Makan Sego Godog Mbok Yah,Javanese restaurant,-7.86266,110.344156,Bantul Regency,"Bandung, Pendowoharjo, Sewon",48PV+WMJ,55186,Special Region of Yogyakarta,Yogyakarta,4.4,306,Sen: 6.00 pm–1.00 am | Sel: 6.00 pm–1.00 am | Rab: 6.00 pm–1.00 am | Kam: 6.00 pm–1.00 am | Jum: 6.00 pm–1.00 am | Sab: 6.00 pm–12.00 am | Min: 6.00 pm–1.00 am,6.00 pm–1.00 am,6.00 pm–1.00 am,6.00 pm–1.00 am,6.00 pm–1.00 am,6.00 pm–1.00 am,6.00 pm–12.00 am,6.00 pm–1.00 am,Rp 1–25.000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Warung+Makan+Sego+Godog+Mbok+Yah/data=!4m7!3m6!1s0x2e7a56176a59b199:0x8420a6f828049aab!8m2!3d-7.8626604!4d110.3441558!16s%2Fg%2F11bzrpgqj5!19sChIJmbFZahdWei4Rq5oEKPimIIQ?authuser=0&hl=en&rclk=1,google_maps,0.7269,0x2e7a56176a59b199_0x8420a6f828049aab
Ingkung Kuali Pusat,Chicken restaurant,-7.886711,110.301638,Bantul Regency,"Kedung, Guwosari, Pajangan",Jl. Guwosari,55751,Special Region of Yogyakarta,Yogyakarta,4.4,2010,Setiap hari: 9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,Rp 25–50K,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,https://www.google.com/maps/place/Ingkung+Kuali+Pusat/data=!4m7!3m6!1s0x2e7aff375c681bbf:0x8698ce322c543400!8m2!3d-7.8867112!4d110.3016377!16s%2Fg%2F11btxcm50z!19sChIJvxtoXDf_ei4RADRULDLOmIY?authuser=0&hl=en&rclk=1,google_maps,0.7923,0x2e7aff375c681bbf_0x8698ce322c543400
KOPI SAWAH Sukoreno,Coffee shop,-7.864287,110.216641,Kulon Progo Regency,"Blimbing, Sukoreno, Sentolo",RT.28/RW.14,55664,Special Region of Yogyakarta,Yogyakarta,4.5,306,Sen: Closed | Sel: 12.00–9.00 pm | Rab: 12.00–9.00 pm | Kam: 12.00–9.00 pm | Jum: 12.00–9.00 pm | Sab: 12.00–9.00 pm | Min: 12.00–9.00 pm,Closed,12.00–9.00 pm,12.00–9.00 pm,12.00–9.00 pm,12.00–9.00 pm,12.00–9.00 pm,12.00–9.00 pm,Rp 1–25.000,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,"https://www.google.com/maps/place/KOPI+SAWAH+Sukoreno/@-7.8642875,110.2166406,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7afbfe8330cf6b:0xfb05af5c550fcd94!8m2!3d-7.8642875!4d110.2166406!16s%2Fg%2F11lg2lc5lq?hl=en&entry=ttu&g_ep=EgoyMDI2MDYwOS4wIKXMDSoASAFQAw%3D%3D",google_maps,0.7389,0x2e7afbfe8330cf6b_0xfb05af5c550fcd94
RamenYA! Plaza Ambarrukmo,Ramen restaurant,-7.78171,110.401481,Sleman Regency,"Ambarukmo, Caturtunggal, Depok","Plaza Ambarrukmo, Jl. Laksda Adisucipto",,Special Region of Yogyakarta,Yogyakarta,4.5,1005,Setiap hari: 10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,https://www.google.com/maps/place/RamenYA!+Plaza+Ambarrukmo/data=!4m7!3m6!1s0x2e7a592599e35423:0xbb1cf5b52772ef9!8m2!3d-7.7817101!4d110.401481!16s%2Fg%2F11sh27g6bp!19sChIJI1TjmSVZei4R-S53UlvPsQs?authuser=0&hl=en&rclk=1,google_maps,0.7802,0x2e7a592599e35423_0xbb1cf5b52772ef9
Teh Jawa Resto - Plaza Malioboro Yogyakarta,Restaurant,-7.793114,110.366007,Yogyakarta City,"Suryatmajan, Danurejan",Jl. Malioboro No.52-58,55213,Special Region of Yogyakarta,Yogyakarta,4.8,20,Sen: 10.00 am–10.00 pm | Sel: 10.00 am–10.00 pm | Rab: 10.00 am–10.00 pm | Kam: 10.00 am–10.00 pm | Jum: 10.00 am–10.00 pm | Sab: 9.00 am–10.00 pm | Min: 9.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,9.00 am–10.00 pm,9.00 am–10.00 pm,Rp 50–75K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Teh+Jawa+Resto+-+Plaza+Malioboro+Yogyakarta/data=!4m7!3m6!1s0x2e7a5943316f2f85:0x33061a250bfb251a!8m2!3d-7.7931145!4d110.3660067!16s%2Fg%2F11z7fk3sfd!19sChIJhS9vMUNZei4RGiX7CyUaBjM?authuser=0&hl=en&rclk=1,google_maps,0.6801,0x2e7a5943316f2f85_0x33061a250bfb251a
Inul Vizta Lippo Plaza Yogyakarta,Karaoke bar,-7.784041,110.390646,Yogyakarta City,"Demangan, Gondokusuman",Jl. Laksda Adisucipto No.32-34,55221,Special Region of Yogyakarta,Yogyakarta,4.4,1347,Setiap hari: 12.00 pm–2.00 am,12.00 pm–2.00 am,12.00 pm–2.00 am,12.00 pm–2.00 am,12.00 pm–2.00 am,12.00 pm–2.00 am,12.00 pm–2.00 am,12.00 pm–2.00 am,Rp 25–150K,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/Inul+Vizta+Lippo+Plaza+Yogyakarta/data=!4m7!3m6!1s0x2e7a59ee267cdb83:0xb9b60d164849af08!8m2!3d-7.7840413!4d110.390646!16s%2Fg%2F11c60s9jbm!19sChIJg9t8Ju5Zei4RCK9JSBYNtrk?authuser=0&hl=en&rclk=1,google_maps,0.7783,0x2e7a59ee267cdb83_0xb9b60d164849af08
Kimukatsu Ambarukmo Plaza,Restaurant,-7.782193,110.401325,Sleman Regency,"Ambarukmo, Caturtunggal, Depok","Ambarukmo Plaza, Jl. Laksda Adisucipto G",55281,Special Region of Yogyakarta,Yogyakarta,5.0,4638,Setiap hari: 10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,Rp 75–100K,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,https://www.google.com/maps/place/Kimukatsu+Ambarukmo+Plaza/data=!4m7!3m6!1s0x2e7a599ce40602c1:0x5449aa6b0069bbd!8m2!3d-7.7821933!4d110.4013253!16s%2Fg%2F11v6xg6f26!19sChIJwQIG5JxZei4RvZsGsKaaRAU?authuser=0&hl=en&rclk=1,google_maps,0.8933,0x2e7a599ce40602c1_0x5449aa6b0069bbd
Mbah Bayan Coffee and Kitchen,Restaurant,-7.735157,110.326659,Sleman Regency,"Sendon, Tirtoadi, Mlati",,55287,Special Region of Yogyakarta,Yogyakarta,4.1,1172,Sen: Closed | Sel: 11.30 am–9.00 pm | Rab: 11.30 am–9.00 pm | Kam: 11.30 am–9.00 pm | Jum: 11.00 am–9.00 pm | Sab: 10.30 am–9.00 pm | Min: 10.30 am–9.00 pm,Closed,11.30 am–9.00 pm,11.30 am–9.00 pm,11.30 am–9.00 pm,11.00 am–9.00 pm,10.30 am–9.00 pm,10.30 am–9.00 pm,Rp 25–50K,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Mbah+Bayan+Coffee+and+Kitchen/data=!4m7!3m6!1s0x2e7af78114c4269d:0x9815d0562bc33c96!8m2!3d-7.7351573!4d110.3266593!16s%2Fg%2F11ghp31s0r!19sChIJnSbEFIH3ei4RljzDK1bQFZg?authuser=0&hl=en&rclk=1,google_maps,0.7375,0x2e7af78114c4269d_0x9815d0562bc33c96
Gubug Makan Mang Engking Soragan Castle,Sundanese restaurant,-7.783092,110.350184,Bantul Regency,"Kembang, Ngestiharjo, Kasihan",Jl. Soragan Jl. Kembang No.13,55182,Special Region of Yogyakarta,Yogyakarta,4.5,8493,Sen: 10.00 am–9.00 pm | Sel: 10.00 am–9.00 pm | Rab: 10.00 am–9.00 pm | Kam: 10.00 am–8.00 pm | Jum: 10.00 am–9.00 pm | Sab: 10.00 am–9.00 pm | Min: 10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–8.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,10.00 am–9.00 pm,Rp 25–125K,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Gubug+Makan+Mang+Engking+Soragan+Castle/data=!4m7!3m6!1s0x2e7a581b8b9129e3:0xfbe2cd96b589f5d9!8m2!3d-7.7830916!4d110.3501837!16s%2Fg%2F12ml2lc8r!19sChIJ4ymRixtYei4R2fWJtZbN4vs?authuser=0&hl=en&rclk=1,google_maps,0.8543,0x2e7a581b8b9129e3_0xfbe2cd96b589f5d9
Mediterranea Restaurant by Kamil,European restaurant,-7.818465,110.364531,Yogyakarta City,Mantrijeron,Tirtodipuran St No.24A,55143,Special Region of Yogyakarta,Yogyakarta,4.7,10023,Setiap hari: 8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,Rp 75–200K,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Mediterranea+Restaurant+by+Kamil/data=!4m7!3m6!1s0x2e7a57bd1a830c51:0x917adbfd1657973b!8m2!3d-7.818465!4d110.3645308!16s%2Fg%2F11hc_2l3kv!19sChIJUQyDGr1Xei4RO5dXFv3bepE?authuser=0&hl=en&rclk=1,google_maps,0.8841,0x2e7a57bd1a830c51_0x917adbfd1657973b
Banyu Mili Resto Seafood,Seafood restaurant,-7.77557,110.346275,Sleman Regency,"Kwarasan, Nogotirto, Gamping",Jl. Pangeran Diponegoro,55592,Special Region of Yogyakarta,Yogyakarta,4.4,7035,Setiap hari: 9.00 am–8.30 pm,9.00 am–8.30 pm,9.00 am–8.30 pm,9.00 am–8.30 pm,9.00 am–8.30 pm,9.00 am–8.30 pm,9.00 am–8.30 pm,9.00 am–8.30 pm,Rp 25–50K,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Banyu+Mili+Resto+Seafood/data=!4m7!3m6!1s0x2e7a58168239ab33:0x90db373e98c46e0e!8m2!3d-7.7755705!4d110.3462747!16s%2Fg%2F1hcb0mkcm!19sChIJM6s5ghZYei4RDm7EmD4325A?authuser=0&hl=en&rclk=1,google_maps,0.8358,0x2e7a58168239ab33_0x90db373e98c46e0e
